Activity ID,Activity Date,Activity Name,Activity Type,Activity Description,Elapsed Time,Distance,Relative Effort,Commute,Activity Gear,Filename,Athlete Weight,Bike Weight,Elapsed Time,Moving Time,Distance,Max Speed,Average Speed,Elevation Gain,Elevation Loss,Elevation Low,Elevation High,Max Grade,Average Grade,Average Positive Grade,Average Negative Grade,Max Cadence,Average Cadence,Max Heart Rate,Average Heart Rate,Max Watts,Average Watts,Calories,Max Temperature,Average Temperature,Relative Effort,Total Work,Number of Runs,Uphill Time,Downhill Time,Other Time,Perceived Exertion,"<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.activities.horton_values.type"">Type</span>","<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.activities.horton_values.start_time"">Start Time</span>",Weighted Average Power,Power Count,Prefer Perceived Exertion,Perceived Relative Effort,Commute,Total Weight Lifted,From Upload,Grade Adjusted Distance,Weather Observation Time,Weather Condition,Weather Temperature,Apparent Temperature,Dewpoint,Humidity,Weather Pressure,Wind Speed,Wind Gust,Wind Bearing,Precipitation Intensity,Sunrise Time,Sunset Time,Moon Phase,Bike,Gear,Precipitation Probability,Precipitation Type,Cloud Cover,Weather Visibility,UV Index,Weather Ozone,"<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.activities.horton_values.jump_count"">Jump Count</span>","<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.activities.horton_values.total_grit"">Total Grit</span>","<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.activities.horton_values.avg_flow"">Avg Flow</span>","<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.activities.horton_values.flagged"">Flagged</span>","<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.activities.horton_values.avg_elapsed_speed"">Avg Elapsed Speed</span>","<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.activities.horton_values.dirt_distance"">Dirt Distance</span>"
2680944926,"Sep 2, 2019, 2:36:26 AM",Night Run,Run,,2807,8.33,58,FALSE,,activities/2842925846.tcx.gz,63.50289917,,2807,2522,8332.5,6.099999905,,35.06809616,,118.9000015,184.1000061,14.19999981,-0.6972697377,,,86,79.25318146,165,,,,421,,,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2689186772,"Sep 7, 2019, 7:13:53 PM",Afternoon Run,Run,First run in a week 😬,1454,4.92,37,FALSE,,activities/2851480078.tcx.gz,63.50289917,,1454,1419,4921.700195,6.400000095,,75.00666809,,193.1000061,233.6999969,11.19999981,-0.03047727421,,,83,78.22301483,183,,,,255,,,37,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2694417618,"Sep 9, 2019, 7:06:47 PM",Afternoon Run,Run,gps is goofed this was 5 miles,2464,7.29,,FALSE,,activities/2856927621.gpx.gz,63.50289917,,2464,2428,7290.200195,5.199999809,,116.2399979,,197.6000061,233.6999969,13.69999981,0.001371704508,,,,,,,,,586.2623291,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2700838244,"Sep 12, 2019, 12:28:06 AM",Evening Run,Run,,3109,9.54,56,FALSE,,activities/2863560543.tcx.gz,63.50289917,,3109,3028,9548.799805,5.199999809,,74.24333191,,154.6999969,213.1999969,40,0.008378015831,,,86,77.79490662,147,,,,446,,,56,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2721228512,"Sep 17, 2019, 11:41:47 PM",Evening Run,Run,,1492,4.99,,FALSE,,activities/2884711675.tcx.gz,63.50289917,,1492,1432,4997.899902,5.599999905,,88.04144287,,193.1000061,224.3999939,16.39999962,0.02601092495,,,100,80.89710236,,,,,319,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2779329617,"Oct 10, 2019, 5:01:07 PM",Afternoon Run,Run,,525,1.69,4,FALSE,,activities/2945158855.tcx.gz,63.50289917,,525,522,1698.900024,4.300000191,,30.30999947,,193.3999939,223.8999939,13,0.0294308085,,,81,77.81996155,153,,,,78,,,4,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2779329626,"Oct 9, 2019, 7:20:00 PM",Afternoon Run,Run,,1698,4.96,37,FALSE,,activities/2945158854.tcx.gz,63.50289917,,1698,1654,4968.5,5.900000095,,60.06190491,,193.3999939,233.6000061,10,-0.1972426325,,,81,77.05368805,162,,,,287,,,37,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2779329627,"Oct 8, 2019, 5:03:26 PM",Afternoon Run,Run,,970,3.18,14,FALSE,,activities/2945158851.tcx.gz,63.50289917,,970,954,3180.600098,6.300000191,,60.70523834,,193.3000031,223.8999939,13.89999962,0.3081179559,,,82,77.43611145,154,,,,149,,,14,,,,,,,,,,,,,0,,,3353.800049,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792430981,"Oct 13, 2019, 8:32:38 PM",Afternoon Run,Run,,2861,7.98,49,FALSE,,activities/2959119961.tcx.gz,63.50289917,,2861,2717,7988.600098,5.300000191,,122.7350006,,121.3000031,233.6000061,12.80000019,0.04256064817,,,83,76.05088806,177,,,,443,,,49,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792430985,"Oct 12, 2019, 10:31:04 PM",Evening Run,Run,,2404,6.38,46,FALSE,,activities/2959119960.tcx.gz,63.50289917,,2404,2342,6387.100098,6,,85.78107452,,165.8000031,212.3999939,16.70000076,0.02818180434,,,85,76.72649384,156,,,,388,,,46,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2792430996,"Oct 15, 2019, 4:12:47 PM",Lunch Run,Run,,5552,15.92,115,FALSE,,activities/2959119965.tcx.gz,63.50289917,,5552,5355,15919.7002,16.79999924,,266.6576233,,139.1999969,237.8999939,18.79999924,0.008165983483,,,87,77.71992493,158,,,,863,,,115,,,,,,,,,,,,,0,,,16519.90039,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799449514,"Oct 17, 2019, 4:28:43 PM",Lunch Run,Run,,2100,6.32,65,FALSE,,activities/2966569026.tcx.gz,63.50289917,,2100,2066,6325.899902,6.900000095,,91.83999634,,165.8999939,212.3999939,12.39999962,0,,,85,78.11833954,177,,,,362,,,65,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805029936,"Oct 20, 2019, 1:24:21 PM",Morning Run,Run,,6800,21.06,259,FALSE,,activities/2972550415.tcx.gz,63.50289917,,6800,6517,21064,8.600000381,,133.0095215,,-1.5,30.89999962,11.5,-0.01329282206,,,91,78.76234436,182,,,,1278,,,259,,,,,,,,,,,,,0,,,21272.90039,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5740750753,"Jun 3, 2020, 10:19:48 PM",Evening Walk,Walk,,2998,4.52,,FALSE,,activities/6105928594.tcx.gz,,,2998,2998,4522.600098,2.400000095,1.508539081,14.32083321,13.42083359,51.40000153,62.5,1.600000024,0.01990005746,,,,,,,,,214,,,,,,,,,,,,,,,,0,,1,,1591221632,2,25.32999992,25.46999931,16.76000023,0.5899999738,1000.799988,4.059999943,9.010000229,253,0,1591175808,1591230208,0.4300000072,,,0,,0.3600000143,16093,1,331.8999939,,,,,1.508539081,
5740750768,"Nov 2, 2020, 3:17:26 AM",Night Run,Run,,448,1.61,,FALSE,,activities/6105928653.tcx.gz,,,448,431,1618.900024,5.900000095,3.756148577,29.34285736,31.54285622,194,223.6999969,14,-0.1358947456,,,100,83.47314453,,,,,103,,,,,,,,,,,,,,,,0,,1,1698.5,1604285952,3,4.809999943,1.519999981,-0.9200000167,0.6600000262,1003.799988,4.179999828,12.10000038,310,0.1518999934,1604229888,1604267008,0.5400000215,,,0.200000003,5,0.9200000167,16093,0,286,,,,,3.61361599,
